0x00000000	batchLock_63efZf()
0xd75528a5	addSpecial(uint256,uint256,uint256)
0xd7557f18	closeCampaign()
0xd755a7a0	tickgamelock()
0xd755e021	getPlayerShipBattleById(uint64)
0xd7560f2b	numRewardsUsed(address)
0xd7567d21	cancelOrder(address,address,uint256,uint256,address,bytes32)
0xd756851c	getPlatformOfCrowdsale(address)
0xd7575592	addr_teamPartToken()
0xd758d944	icoTokenHolders(address)
0xd7590f70	flowerIndexToOwner(uint256)
0xd759a334	holders_trading(uint256)
0xd75b2b18	takeCollateral(address)
0xd75b363f	userRewardCount(address,address)
0xd75b5d9d	RAFEND()
0xd75b80cc	a_incognita(uint256)
0xd75b814f	set_issue_period_param(uint64,uint256,uint256)
0xd75bc29b	goNextStep(bytes32)
0xd75c4abf	defineRate(uint256)
0xd75d93f6	registerMeOnToken(address,uint256,string)
0xd75e30cf	drawFee()
0xd75ebde2	joinGameFromBalance(uint256)
0xd7604a78	modifyWhitelist(address,uint256,uint256,uint256,bool)
0xd7615d37	shareTokenAddr()
0xd7625c88	hasMigrated(address)
0xd762755d	minimumContributionWeiByOneInvestor()
0xd7632648	getMinBalance(uint256)
0xd7638b73	phase2Cap()
0xd763e910	isActivity()
0xd7642ae2	COIN_COST_ICO_TIER_3()
0xd7643e18	protoCount()
0xd7651471	Notes()
0xd765925d	transferEth(address,address,uint256)
0xd767ee4d	updateLogic(uint256)
0xd768729d	getRecentDiary()
0xd7688d31	destEthFoundationDev()
0xd768dd4b	Stage3Allocation()
0xd76919f7	maximalDecimalPercent()
0xd769f32a	mulXY(uint256,uint256,uint256)
0xd76b6095	phase1Rate()
0xd76bbd52	clubToken()
0xd76ca047	Affiliatevault(address,address)
0xd76d1443	qualifiedPartners(address)
0xd76d6ee0	query(bytes32,bytes2,int256)
0xd76dc656	GDCAcc02()
0xd76dddd3	unfreezeTime()
0xd76ece0a	SetWeights(uint256,uint256,uint256,uint256,uint256)
0xd76f288f	metaBurnHash(address,uint256,uint256,uint256)
0xd7717750	tokenLogic()
0xd771b0a6	stakingStart()
0xd7723231	getIcoPurchase(address)
0xd772f360	DaoManager()
0xd7730236	maxEthRaised()
0xd7734855	getDiff(uint256,uint256)
0xd77366a4	kyberNetworkProxy()
0xd773f46e	bet(uint8,uint8)
0xd7757dee	lockedance(address)
0xd7760500	partnersRelease()
0xd77678ef	Cards(uint256)
0xd7777c29	startPreICOStage1()
0xd778610e	updateStateWithPrivateSale(uint256,uint256,uint256)
0xd778c911	price3()
0xd778ce3c	buyerURL()
0xd7796915	checkWithdrawValueFX(uint256)
0xd77a39c9	addPresaleTokens(address[],uint256[],uint256)
0xd77a80a8	lastFunder()
0xd77a86a0	sendTo(address,uint64)
0xd77a871c	indexToWeaponId(uint256)
0xd77c5d7e	JM2020()
0xd77c96f8	mainICOThirdWeekEndTime()
0xd77d0012	getBankPercent()
0xd77da4f4	withdrawToTeam(uint256)
0xd77e2f55	pendingEtherForCroupier()
0xd77e8986	isExistsEscrow(bytes16,address,address,uint256)
0xd77ecb41	whitelistSpender(address)
0xd77fe1cd	pivot()
0xd77ff9ea	eventCardRangeMin()
0xd7805ece	contributionOf(address)
0xd7812218	inLoan(uint256,bytes)
0xd7815ba4	shareholdersHolding1y()
0xd7816b7d	countBunny()
0xd7816f45	transferlocked()
0xd781be46	endDatetime()
0xd78235cf	setconfigurationEtherPrice(uint256)
0xd78276c6	withdrawERC20(uint256)
0xd782cc54	setNewBonusLevel(uint256,uint256)
0xd7837ec9	withdrawNonTop(uint256)
0xd7841c04	approveViaSignature(address,address,uint256,uint256,address,uint256,uint256,bytes,uint8)
0xd784601a	myEthBalanceOfNoFee()
0xd784d426	setImplementation(address)
0xd784df9e	symbolProxy(address)
0xd78506ce	RoyaltysOwing(address)
0xd785c19c	worldCupResultPart1()
0xd785e5c9	m_isCirculating()
0xd786253b	getPath(address,bool)
0xd786e3ff	modifyManualApprovalMulti(address[],address[],uint256[],uint256[],bytes32[],bool[])
0xd789479d	celtic_cross()
0xd78b16a1	emitTokens(uint256)
0xd78c15d9	isPromoted()
0xd78caf74	showAvaliablePriceInterval()
0xd78cb1b2	buyXgoldTokens(address)
0xd78e1bb1	teamPot_()
0xd78e830c	destKeys(uint256)
0xd78ed508	getShipProductStartPriceByModel(uint16)
0xd7901260	closePreICOPrivate()
0xd7901645	GetDappinfo(string)
0xd790dce7	endOfSaleFullWithdrawal()
0xd7910e4e	tokenLockEndTime()
0xd79185d7	StartGuess_wis(string,string)
0xd791de63	unlock(address[])
0xd792a871	purchased(uint128)
0xd792b356	teamTokenAllocation(uint256)
0xd792d9ee	batchMap(address)
0xd793f7a9	preICOamountBonusMultipierInPercent(uint256)
0xd7942050	Setuppresale(uint256,uint256)
0xd7943b27	maxHighRateN()
0xd79521e8	getPokemonDetails(uint256)
0xd7958496	sendProfits(uint256[],uint256[])
0xd7959cf9	ipfs()
0xd795ab41	put(address,address,address,address)
0xd795bfe1	startVotingForChangeBuySellLimits(uint256,uint256,uint256,uint256)
0xd7963f94	changeOwners(address)
0xd7972580	lockUser(address)
0xd79779b2	totalReleased(address)
0xd7982a6c	unlockEscrow()
0xd79875eb	sell(uint256,uint256)
0xd7989a93	advancedTokensPerEth()
0xd798f86e	removeLiquidity(address)
0xd79964c3	addDeprecation(uint256,address,address,address,uint256,address)
0xd79bd499	retrieveBalance()
0xd79c1f7f	batchReclaimExpiredSwaps(bytes32,bytes32[])
0xd79cb6fd	buyScams()
0xd79d373c	updateTokenOracleAddress2(address)
0xd79d5c7a	COMPANY_TOKENS_PERCENT()
0xd79d63be	getCardPrice()
0xd79d8e6c	set(bytes32,address,bytes32)
0xd79e3755	totalPromo()
0xd79e7894	isAfterICO()
0xd79f6d8e	getTotalUsdRaisedInCents()
0xd79fba50	totalVersionSetting()
0xd7a06eee	addNetworkContract(address)
0xd7a10acb	balances2(uint256)
0xd7a1192d	STAGE3_TIME_END()
0xd7a14a05	totalAmountOfEarlyPurchases()
0xd7a15951	winnerReward(address,uint256)
0xd7a1cfe1	addFriend(address)
0xd7a2729a	whole_balance_limit()
0xd7a28aeb	pay_from_reserved(uint256,address)
0xd7a348d0	removeHorseOwner(uint256)
0xd7a405a6	groupsBlocked(bytes32)
0xd7a42b54	isEntity(uint256)
0xd7a5afcf	holderPartnershipsTokens()
0xd7a5fdee	DGPTokenOldContract()
0xd7a71868	setManualPrice(uint256)
0xd7a78db8	freeze(uint256)
0xd7a81031	delegatedIncreaseApproval(address,uint256)
0xd7a84693	changeModulesGovernor(address)
0xd7a8560f	invoicesStackCount()
0xd7ac71ff	POSITION_ID()
0xd7af26f8	getPlayersBalances()
0xd7b0ca65	last50plusblokhack()
0xd7b0e692	set_new_admin(address)
0xd7b12f38	PRICE_STAGE_TWO_BONUS()
0xd7b15a88	getLockedFundsLastSpending()
0xd7b16d91	DIDHolders(address)
0xd7b1b9c4	foundationTokensAllocated()
0xd7b2f360	getEncounterDetails()
0xd7b32f5f	GetPrivateSale()
0xd7b33f66	updatePercentToTakeAsSeed(uint256)
0xd7b33f94	PRE_ICO_AMOUNT()
0xd7b35fee	processingFeeAddress()
0xd7b40107	auctionByAssetId(uint256)
0xd7b4c9b1	lookupKittyDetails1(uint256)
0xd7b4d0bc	addURI(URIDistribution.Data storage,uint16,string)
0xd7b4de9a	pushCitizenWithdrawed(address,uint256)
0xd7b53081	closeSaleAnyway()
0xd7b622d6	getBountyJudgeCommitPhaseEndTimestamp(uint256)
0xd7b6bd01	amountOfFreeTokensAvailable()
0xd7b7024d	approvedWithdrawAddresses(bytes32)
0xd7b84f68	moveDataContractBalanceToWorld()
0xd7b8de00	setMaxCollectable(uint256)
0xd7b91bcc	buyTokensICO()
0xd7b96d4e	locker()
0xd7b97db1	setDistributionTime(uint256)
0xd7b9804f	firstReferrerPercent()
0xd7b9cc24	setCasino(address)
0xd7ba30b2	rateAirDrop()
0xd7ba95ca	share2()
0xd7bb5e0e	wipe(uint256,uint256)
0xd7bb913f	accountTokensPurchased(address)
0xd7bb99ba	contribute()
0xd7bc0959	getSaleData(CrowdsaleLib.CrowdsaleStorage storage,uint256)
0xd7bdaaa6	WLMWallet()
0xd7bdc3fa	addVolumeDiscount(uint256,uint8)
0xd7be4e29	isQuorumReached()
0xd7be503f	_tokePerEth()
0xd7bea56a	totalExcessEth()
0xd7bf9110	setCutoff(uint256)
0xd7bffc92	dailyLimits(address)
0xd7c01c3e	SetTakePot(uint256)
0xd7c0302e	numOfCitizensWhoReceivedDrops()
0xd7c06919	getAuctions()
0xd7c0da4a	GetUserID(address)
0xd7c26adb	oraclize_setProof(bytes1)
0xd7c2a887	MANAGEMENT_FEE_RATE()
0xd7c2eec7	release(address,bytes32)
0xd7c39cc6	totalSellingItem()
0xd7c48e2b	preseller()
0xd7c61e7b	CreateSaleAvgPrice(uint256,uint256,uint256,uint256,uint64,address)
0xd7c7159c	buyWithKYCData(bytes,uint8,bytes32,bytes32)
0xd7c74279	deployChildren(address)
0xd7c81b55	gameId()
0xd7c8843b	getEggsSinceLastHatch(address)
0xd7c94efd	teamFee()
0xd7c97fb4	erc721Contract()
0xd7c9a0e3	getMyMoney()
0xd7ca7cc5	changeLockingPeriod(uint256)
0xd7ca8888	alocationDeveloper()
0xd7ca9949	totalSoldTokens()
0xd7cb8517	airdropClaimed(uint256,address)
0xd7cbac05	BONUS_ICO_STAGE1_PRE_SALE1()
0xd7cbbb73	getAllCardsAddress()
0xd7cc43bf	aSetStart(uint256)
0xd7cd6c13	burnFundAccount(address,uint256)
0xd7cdb9ab	send0ETH_tokenaddress()
0xd7ce3c6f	modifyTimelockExpiration(bytes4,uint256)
0xd7ceab4c	createValidatedRequest(address[3],uint256[12],bytes)
0xd7cee31e	houseAddress()
0xd7cff986	submitAnswerCommitment(bytes32,bytes32,uint256,address)
0xd7d12297	taskTotalBalance()
0xd7d15059	functionName()
0xd7d1bbdb	approveRequest(uint256)
0xd7d1bdbd	getUnsoldOwner()
0xd7d20975	distributeEth(address[],uint256[],string)
0xd7d23155	owner_linkage()
0xd7d29315	drawReuslt(uint256,address[],address[],uint256,uint256,uint256)
0xd7d319e4	CWCreturnQuery()
0xd7d3c4d5	pvpContenderRemoved(uint256)
0xd7d40523	HardwareWallet()
0xd7d45a2b	PN()
0xd7d5878d	revokeSchedule(address,address)
0xd7d5b928	operatorRedeem(address,uint256,bytes,bytes)
0xd7d7442f	updateThreshold(uint256)
0xd7d847f5	setSingleton(bytes4,address)
0xd7d88043	endSaleDate()
0xd7d88c8c	SetQG(string,string)
0xd7d8cdd5	addTRA(address)
0xd7d9fef0	scheduleTimelock(address,uint256,uint256)
0xd7dae83c	active_withdraw(address)
0xd7db1974	historyOfProposal(uint256)
0xd7db9a42	global(address)
0xd7dc6203	calculateInterest(address,uint256)
0xd7dd41f2	mining(uint256)
0xd7dd8652	refundCrowdsale()
0xd7dd8b26	generateLuck(bytes,uint256,uint256)
0xd7de7323	findfourPercent(uint256)
0xd7de9c6e	setOracleQueryString(string)
0xd7dfa0dd	logic()
0xd7e0515a	upAffCode(uint256)
0xd7e07d5f	destTokensReserve()
0xd7e0b6e3	registerUser(address,bytes32)
0xd7e0d83d	setPrvd(address)
0xd7e1e95f	createMoonRaffleContract(address,bytes32,bytes32,bytes32,bytes32,uint256[14])
0xd7e23aed	getProjectController()
0xd7e24337	upgradeToAndCall(address,string,bytes)
0xd7e25c36	isCapReached()
0xd7e2f000	preallocationsWhitelist()
0xd7e30832	TankTransfer(address)
0xd7e64c00	investorCount()
0xd7e7088a	setUpgradeAgent(address)
0xd7e751ff	tokenWithdraw(uint256)
0xd7e84fbf	builder()
0xd7e89737	maxUnlockIterationCount()
0xd7ea39c6	referralDone()
0xd7ea97e2	setBTHFoundationWallet(address)
0xd7eae6db	setUnPauseEmergence()
0xd7eb7a39	get_pool()
0xd7eb9379	investments(bytes32)
0xd7ebd755	fillBuyOrder(address,address,uint256,uint256)
0xd7ebf53d	countActiveCastle()
0xd7ecb5e3	MINI_GAME_BETWEEN_TIME()
0xd7ecba0c	numBarriersPerBoard()
0xd7ecc129	supplyTo(address,uint256)
0xd7ed310e	ADVISOR3()
0xd7ed3fb1	get_participant_topl_address(address)
0xd7ed73bd	ownerContentHostEarning(address)
0xd7edf88c	replenishEth()
0xd7f02e31	getTransactionLength(WalletMainLib.WalletData storage,bytes32)
0xd7f08eed	unlistSubName(bytes32)
0xd7f0ad75	purchaseHeroForEth(uint256)
0xd7f0f01b	fund(uint8,uint8,uint8)
0xd7f0f971	earliestSettlementBlockNumberUpdateDisabled()
0xd7f31eb9	forward(address,uint256,bytes)
0xd7f42ee2	getBBLibVersion()
0xd7f45e2a	kamikaze()
0xd7f56ef7	partnershipsTokenAddress()
0xd7f59fd0	tgeSettingsBlocksPerStage()
0xd7f6f81c	getProviderBadge(address)
0xd7f7582c	totalCapitalization()
0xd7f7f3aa	markTransferTokens(address,uint256)
0xd7f889bf	sendTokensToList(address[],uint256)
0xd7f94fac	poolReserve()
0xd7f9d655	Divies()
0xd7fa1007	setHash(bytes32,bytes32)
0xd7fa107d	earlyClosure()
0xd7fa445e	claimBidReward(uint256)
0xd7fb00f8	allowToLock(address)
0xd7fb4f1d	endTime_()
0xd7fb5ef5	angelSupply()
0xd7fb7427	transferNewCoin(address,uint256)
0xd7fb8dc0	messageForReason(uint8)
0xd7fbc2e4	rooms(bytes32)
0xd7fc1b9b	register(string,string,bool)
0xd7fc3a43	createMintingAuction(uint256,uint256,uint256,uint256,address)
0xd7fd00b0	TEAMS_PER_ENTRY()
0xd7fd0e77	requestTime()
0xd7fe270e	multipleTokensSend(address[],uint256[])
0xd7febcb9	TestUserBitFlag(address,uint256)
0xd7ff5054	holdedToken()
0xd7ffbbaa	setInformation(string)
0xd8013c4e	addNote(bytes32,bytes20,string,string)
0xd80162fc	setRecommendStatus(bool)
0xd8018c42	getReleaseTimes(address)
0xd8020a18	marketingPercent()
0xd80233e5	claimEcoSystemReservePart2()
0xd80260a8	IXT_DECIMALS()
0xd803f8ef	CBT_Token()
0xd8048c9d	updateLastQuarterThatRewardsWasUpdated(address,uint256)
0xd80528ae	stats()
0xd8055812	votesDecline()
0xd8070c40	IcoPrice()
0xd8085fee	multiMerge(address[])
0xd8090cbf	resetReclaim()
0xd809d248	startNextGame()
0xd80b2056	emptyWrongEther()
0xd80b771b	allowMultiple(address[],uint8)
0xd80cc340	retainBalance()
0xd80d9c55	changeSecondsInBlock(uint256)
0xd80f8621	epic(uint256)
0xd80ffb20	drawNumber()
0xd8104e19	GetMyEarning()
0xd810ff0f	getPaymentInfo(uint256)
0xd81111ab	BuyTokens()
0xd8112523	sendIncentive()
0xd811474c	pages(bytes8,bytes32,bytes32)
0xd811b100	getHouseAddressOne()
0xd811b7ca	transferToOtherBucketContract(address)
0xd811f09e	ownershipTransferAllowed()
0xd811fcf0	farmer()
0xd81230c8	shareactive()
0xd812d346	calcMarginalPrice(address,uint8)
0xd812d961	getSanName(uint256)
0xd813b4b9	setArtIdt(string,string)
0xd8145062	squirrelmasterReq()
0xd8145e2d	organizationProposals(bytes32)
0xd81494ba	blacklist_addys(address[])
0xd8152cbc	createBalanceSnapshot()
0xd816187f	PreIcoWallet()
0xd8162db7	lockedUntilBlock()
0xd81685fc	removeWhitelistManager(address)
0xd8174150	MAX_PRESALES_EXTENSION()
0xd8174ba0	Arina_balance()
0xd81849b8	additionalTokenRate()
0xd818750a	addrToDoctor(address)
0xd8188a40	keyHasPurpose(KeyHolderLibrary.KeyHolderData storage,bytes32,uint256)
0xd8193b98	sentAmount()
0xd81a63eb	balancesById(uint256,uint256)
0xd81ad101	IMPACT_REGISTRY_ADDRESS()
0xd81b1020	setForceContract(address)
0xd81b530c	sendOwnerEther(RequestLib.Request storage,address)
0xd81c0596	setBuyerRewards(uint256[])
0xd81c2232	icoPhase2TimeBonusInPercentage()
0xd81c8183	month18Unlock()
0xd81cc249	cursETHtoUSD()
0xd81d5062	relayBuyerCancel(bytes16,address,address,uint256,uint16,uint128,uint8,bytes32,bytes32)
0xd81db5cd	newcomerCount(uint256,address)
0xd81dfe30	LOCKED_TIME()
0xd81e2e18	makeAllClaimable()
0xd81e78fa	cancelOrder(address,uint256,address,uint256,address,address,uint256,uint256,uint8,bytes32,bytes32)
0xd81e8423	get(address,address)
0xd81efdc4	euroCentsInOneEther()
0xd81f69f5	middlePercent()
0xd81f84b7	getAddr(uint256)
0xd81f9830	BONUS_WINDOW_2_END_TIME()
0xd820ab95	secondStageReserve()
0xd821b9f9	initialAllocations(address)
0xd821f81a	setMetaData(string)
0xd8220323	setLoto(address)
0xd8220ebe	alwLockTx(address)
0xd8224570	rawTotalBalance()
0xd822b6f8	forceTransferEnable()
0xd823eec9	TEAM_TOKEN_CAP()
0xd824034b	refundedETH()
0xd82640e9	setOraclizeQueryId(EntityLib.Data storage,uint256,bytes32)
0xd8267fef	letItRain(address[],uint256[])
0xd826853e	sellKeys(uint256,uint256,string)
0xd826f88f	reset()
0xd826fdf1	checkRefundExistanceByOwner()
0xd8270dce	creationTime()
0xd82745c8	withdrawCooldown(address)
0xd828435d	getNonce(address,address)
0xd82907b9	tokenInPool(address)
0xd8294ede	minimumTimeout()
0xd82974f8	moveUnsoldTokensToFoundation()
0xd8297e44	setFeePoolProxy(address)
0xd829ed97	trident()
0xd82a6d56	isOBR()
0xd82b394f	createShip(uint256)
0xd82c6df4	inactivate()
0xd82d8d03	delegatinglist(address)
0xd82e3962	calculateReward(address)
0xd82ed7eb	unwhitelistAddressPresale(address)
0xd82f6a3f	maxWeiInvestment()
0xd82f94a3	deleteMinter(address)
0xd82fa3f1	doInvest(address)
0xd830d1e5	getSuppliedKeyPart(uint256)
0xd830fb94	cashUrl()
0xd831a158	ownerCtuContract()
0xd831b714	withdrawDeklaBalance(address,bytes)
0xd832d0c8	isFoundation(address)
0xd833c736	tripleRoomMax()
0xd833dbe9	preSaleRate()
0xd834f1e8	setConfiguration(string,string,uint256)
0xd8353b75	vestingDateEnd()
0xd83623dd	startDistribution()
0xd83671b7	addLock(address,bool)
0xd83678ac	tradeToken()
0xd8367d41	startIncomeDistribution()
0xd836b12d	getInvestorTokenPercentage(address,uint256)
0xd836f794	sellKebabs()
0xd836fbe8	changeHatchEscapeCaller(address)
0xd83735a0	addCountInvestors(uint256)
0xd8381df0	createCastle(uint256,string,uint64,uint64,uint64,uint64,uint64,uint64)
0xd83866e9	settleVC(bytes32,bytes32,uint256,address,address,uint256[4],string)
0xd8389dc5	hash(bytes32)
0xd83905d8	coefficientTimeStep()
0xd8394bd1	isValid(tuple)
0xd83970a1	dogIndexToApproved(uint256)
0xd83a223a	changeFounderWalletAddress(address)
0xd83a7f67	getDepositAddress(address)
0xd83bf1a7	registerRelay(address)
0xd83cecfc	isMemoryArenaContract()
0xd83d2afc	leftoverWeiAmount(address)
0xd83e59bc	LOTTO645_JACKPOT_ALLOCATION()
0xd83edd70	refundEth(address)
0xd83ee880	updatePowerOneBalance(uint256)
0xd83f24a2	multiMerge(address[],uint256[])
0xd83f5a71	diamondDividendAddr()
0xd84078fb	isVotingInProgress()
0xd84201bf	buy5()
0xd8436663	destroyIBTCToken(address,uint256)
0xd843691f	weekBonuses(uint256)
0xd8439165	upgradePonyResult(uint8,uint256)
0xd843dcbb	ELF()
0xd844a4b6	lockHashesProxy(address[],bytes32[],uint8[],bytes32[],bytes32[])
0xd844b245	queueCurrentLength()
0xd84549d7	getEthUSDPrice()
0xd8460e8c	Menu09()
0xd8468034	maxWaitingBetTimer()
0xd8469506	wememe()
0xd8470576	genome(uint256)
0xd8489a81	MaxDistribPublicSupply_()
0xd848dee7	setDeprecated(bool)
0xd849eeba	gotResult()
0xd84acf20	restoreAllTempTokens(uint256)
0xd84ba62f	submitBlock(bytes32[],uint256[],uint256[],uint256)
0xd84bd737	xcc()
0xd84c1b38	addTokenToWhitelist(address)
0xd84cb6ad	ETH_Rate_Factor()
0xd84d2a47	spreadMultiplier()
0xd84d95ba	confirmMultipleTransactions(uint256,uint256)
0xd84dbdc3	verifyInvestor(address)
0xd84e0d6a	viewPosition(uint256)
0xd84f55ee	getUserName(address)
0xd84f93cb	priceOfOfficalCardSold()
0xd8501f4f	totalSwapped()
0xd8507a8d	unfrezee()
0xd850ac58	balancesForICO(address)
0xd8516935	deletePullPayment(uint8,bytes32,bytes32,bytes32,address,address)
0xd851eb5d	betPlaced(address,uint256)
0xd852748c	totalPoolOptions()
0xd8528af0	allowedSpenders(address)
0xd85349f7	cliffDuration()
0xd8542a6f	locktime(uint8)
0xd8542d51	oldTokenAddress()
0xd855c059	setExtraConfig(uint256,uint256,uint256,uint256,uint256)
0xd85633ec	releaseOwnership()
0xd8574e16	addressD()
0xd857561d	enableWithdrawal()
0xd8578660	alocationAdvisor()
0xd8578d14	showPlayerSafeById(uint256,uint256)
0xd85874b9	badgerAmount()
0xd8589446	airdropToSubscribers(address[],uint256)
0xd858b5c8	order_sell(uint256,uint256)
0xd8592d79	closeWormhole()
0xd85b07e0	stopIcoAndBurn()
0xd85bd526	running()
0xd85c8966	ownerTransfer(address,uint256)
0xd85cc066	getLockAddress()
0xd85d3d27	mint(string)
0xd85d656f	getSMPTokensAmountPerWei(uint256)
0xd85d6d41	finishLocking()
0xd85d7f5b	totalAvailable()
0xd85e31d6	otherReferrerPercent()
0xd85e5486	privateCap()
0xd85edab6	m_investors(uint256)
0xd85ef95e	stage_prod_player_cbps(uint256,uint256,address)
0xd85effb2	submitAction(address,uint256,uint8)
0xd85f4450	numberOfWins()
0xd860ced1	TIER1END()
0xd860e487	initializeTournamentsAndActiveRounds(uint256)
0xd86123e1	setMany(address[])
0xd8615e5b	transferAndPay(address,uint256,bytes)
0xd86202cb	getUserProductAtIndex(bytes32,uint256)
0xd8626eca	getItemPosition(uint256)
0xd8627542	intialSupply()
0xd862b611	extraMint()
0xd8632388	allPlayCount()
0xd8632ae3	sign(uint8,bytes32,bytes32)
0xd86479df	investedETH(address)
0xd864e740	committee()
0xd8650f49	tokenGenerationLock()
0xd8651ad0	commitVote(bytes32,uint256,bytes32)
0xd865dc4f	tokensSoldCount()
0xd8678685	stakeTimeStart()
0xd867fd6a	emitNextAchievement(string)
0xd8681128	getKey(SortedDoublyLL.Data storage,address)
0xd8682e69	returnTimeLeft()
0xd86892a7	setSellerGuarantee(uint256)
0xd8690c22	isAvailableLockSlot(address,uint256)
0xd869c681	issuedTokenBalance()
0xd86ac8d7	updateCollectedAmount(uint256,uint256)
0xd86afbbb	giveItem(address,uint256)
0xd86b2982	numbersCount()
0xd86b3721	getblock()
0xd86b75c7	teleport()
0xd86b8739	redeemedTokens()
0xd86bb9e5	cancelProjectCovarage(uint256)
0xd86bc1b0	cancelByAdmin(uint256[])
0xd86c5bf7	angelWheelFinanceSupply()
0xd86c8cfd	validateSig(bytes32,bytes)
0xd86e1850	AuditBalances()
0xd86e4f85	userPayoutAmount(address)
0xd86e762d	getTotalAmountRaised()
0xd86eb3b7	reservedTokensAddress()
0xd86f8ccd	getAccountLockState(address)
0xd86fdd24	percentFeeFishesBite()
0xd87003e5	addressToVesting(address)
0xd8701ecc	isEthLottery()
0xd871d5c5	auctionObjOf(address)
0xd871e94b	tokenClaimWaitingPeriod()
0xd8730ef2	getMaxCommunityTokens()
0xd8737d8a	buyEthUnit(uint256,uint256)
0xd873f0d6	tokenSaleMin()
0xd874082a	fundtransfer()
0xd8743fad	weiMinContribution()
0xd874b7b9	isLockTransfer()
0xd874e453	INITIAL_SALE_SUPPLY()
0xd87522ae	pauseEnd()
0xd8754716	createNewTankHull()
0xd87574e0	airDropPot_()
0xd875de00	lotteryFailed()
0xd87624ba	buyGrimReapersAgainstEther()
0xd87692d9	transferAllAndCall(address,bytes)
0xd876c9c0	SECOND_AUCTIONS_INITIAL_PERCENTAGE()
0xd876fb21	jmul(uint256,uint256,uint256,uint256)
0xd8774d99	restrict(bool)
0xd877b9bd	betWithVault(uint256,uint256,uint256)
0xd877f3cf	sef(address)
0xd8780161	redeem(uint256,address,uint256)
0xd8783b04	PRICE_MULTIPLIER_ICO6()
0xd8787fde	nextContract()
0xd8788e68	getTokensForSaleCap()
0xd8798eef	withdrawFeesInCDai(uint256)
0xd87a253b	registerNameXnameFromDapp(address,bytes32,bool)
0xd87a328a	challengeSafetyHatchTime2()
0xd87a794f	userToNonce(address)
0xd87a8078	depositVET(uint256)
0xd87aa643	invest(uint256,uint256)
0xd87adaa0	registerPubKey(address,bytes)
0xd87af1a7	redeemRebalancingSetIntoEther(address,uint256,tuple,bytes,bool)
0xd87b6659	exchange_deposit(uint32,uint32,uint64)
0xd87b8fcb	blocksPerReadjustment()
0xd87bb80b	findPlayerByTicket(uint256)
0xd87c3df5	applyBonus(uint256)
0xd87c5fb9	balanceOfBuyer(address)
0xd87c9478	getStageAverageBonus(uint8)
0xd87ccf59	getuserPresaleBonus(address)
0xd87ce037	round1Cap()
0xd87d2a66	ETH_CRWDTOKEN()
0xd87d2b8d	BuyMOYTokens()
0xd87d2f42	indexAddress(uint64)
0xd87d6bd5	setSaleLimit(uint256)
0xd87d7289	CODE_UNASSIGNED_ERROR()
0xd87d9a66	get_account_balance_eth(address)
0xd87e568a	setHWCDeposit(address,uint256)
0xd87f8da5	cancelAuction(uint256,bytes)
0xd880285e	sPeriodEndDate()
0xd8806aa9	HOLDERS_BUY_PERCENT_WITH_REFERRER()
0xd8819e0a	maxTrainerLevel()
0xd8829531	tokenReturn()
0xd8830f97	getAccountPar(tuple,uint256)
